Symbols	upDownList	targetList	upDownCount	RS	whichRS	whichRSList	rankLessThanActual	pValue	pValueCorrected
STAT1	[1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1]	['TP53', 'NR1H4', 'MMP13', 'IL12A', 'PPARA', 'EDN1', 'TNF', 'PML', 'SMAD7', 'CDKN1A', 'HES1', 'HEY1', 'JAK2', 'PTGS2', 'CIITA', 'IRF1', 'IRF8', 'GATA3', 'BCL2']	19	4377	+1	"[255 164 158 477   1 347 207 217  77 318 238 319 115 301  24 155 484 147
 373]"	5162	0.5162	0.997289156626506
CHUK	[1, 1, 1]	['ETS1', 'MYC', 'CCND1']	3	587	+1	[145 260 182]	5172	0.5172	0.997289156626506
SPP1	[1, 1, 1, 1, 1, 1]	['EP300', 'GLI1', 'CREB1', 'JUND', 'MSX2', 'JUN']	6	1277	+1	[210 412 176 171  63 245]	5179	0.5179	0.997289156626506
PCNA	[1, 1, 1, 1]	['TP53', 'E2F1', 'MYC', 'GLI2']	4	815	+1	[255 250 260  50]	5221	0.5221	0.997289156626506
HDAC4	[-1, -1, 1, -1, -1, -1, -1, -1, -1]	['RUNX2', 'VEGFA', 'PTGS2', 'MMP13', 'MEF2A', 'WT1', 'CDKN2A', 'CDKN1A', 'IL10']	9	1985	+1	[319 168 102 147 144 326 299 287 193]	5252	0.5252	0.997289156626506
RBPJ	[1, 1, 1, 1, 1, 1]	['CDKN1A', 'CCND1', 'GATA3', 'MYC', 'IL4', 'HEY2']	6	1282	+1	[217 182 131 260 177 315]	5279	0.5279	0.997289156626506
HMGCS1	[1, 1, -1, 1]	['SREBF1', 'NFYA', 'YY1', 'CREBBP']	4	818	-1	[233 211 312  62]	5287	0.5287	0.997289156626506
FDPS	[1, -1, 1, 1]	['NFYA', 'YY1', 'CREBBP', 'SREBF1']	4	818	-1	[211 312 233  62]	5287	0.5287	0.997289156626506
HEY2	[1, 1, 1, 1, -1, 1]	['NOTCH1', 'NOTCH3', 'NOTCH4', 'HEY1', 'GATA6', 'RBPJ']	6	1283	-1	[277  84 426 186 275  35]	5292	0.5292	0.997289156626506
ARNT	[1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1]	['RORA', 'TERT', 'ABCB1', 'JUN', 'FOS', 'TWIST1', 'ETS1', 'NPM1', 'EDN1', 'VEGFA', 'CITED2', 'POU5F1', 'HIF1A']	13	2951	+1	[363 114 180 236 145 133 477 402  56  58 268 259 260]	5294	0.5294	0.997289156626506
MYB	[1, 1, -1, 1, -1, 1, 1, 1, -1, 1]	['GATA3', 'LMO2', 'EGR1', 'E2F1', 'HBP1', 'CEBPB', 'MYC', 'WT1', 'GATA1', 'PTGS2']	10	2234	+1	[131  34 250 259 260 178 319 308 214 281]	5321	0.5321	0.997289156626506
IL2RG	[1, 1, 1, 1]	['MYC', 'IRF4', 'IL2RA', 'CCND3']	4	820	+1	[260  32 159 369]	5336	0.5336	0.997289156626506
NPM1	[1, 1, 1, -1, 1, -1]	['CTNNB1', 'MYC', 'CDKN1A', 'ATF5', 'GLI1', 'MYBL2']	6	1286	+1	[204 260 217 412  37 156]	5342	0.5342	0.997289156626506
LDLR	[1, 1, -1, -1]	['CREBBP', 'SREBF1', 'PPARGC1A', 'YY1']	4	821	-1	[312 233 214  62]	5352	0.5352	0.997289156626506
CREM	[-1, -1, -1, -1]	['CREB1', 'PER1', 'IL2', 'FOS']	4	822	-1	[176 327  75 244]	5372	0.5372	0.997289156626506
IL12RB1	[1, 1, 1]	['IL23R', 'TNF', 'FOS']	3	596	+1	[351   1 244]	5389	0.5389	0.997289156626506
IL12B	[1, 1, 1]	['FOS', 'TNF', 'IL23R']	3	596	+1	[244   1 351]	5389	0.5389	0.997289156626506
HOXA1	[1, 1, 1]	['MYC', 'BCL2', 'CCND1']	3	597	+1	[260 155 182]	5421	0.5421	0.997289156626506
PTGDR	[1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]	['HIC1', 'CDC25A', 'CDKN1A', 'RBBP4', 'RBL1', 'BRCA1', 'TP73', 'CDC6', 'SIRT1', 'E2F2', 'RB1']	11	2479	-1	[368 198 287 385 306 158  79 175 286  48 189]	5430	0.543	0.997289156626506
E2F6	[-1, -1, -1]	['RAD51', 'RBBP4', 'BRCA1']	3	598	-1	[361  48 189]	5451	0.5451	0.997289156626506
MSC	[1, -1, 1, -1]	['IL2RA', 'CDC25A', 'IL10', 'CDC6']	4	826	+1	[159 311 198 158]	5456	0.5456	0.997289156626506
MCM6	[1, 1, 1, -1, -1]	['E2F1', 'E2F2', 'E2F3', 'RBPJ', 'NOTCH1']	5	1058	-1	[254 175 173 229 227]	5522	0.5522	0.997289156626506
USF1	[1, 1, -1, 1, 1]	['TGFB1', 'APC', 'PTGS2', 'CIITA', 'FOXA2']	5	1059	+1	[140 296 115 323 185]	5543	0.5543	0.997289156626506
FBXO43	[1, 1, 1]	['E2F2', 'E2F3', 'E2F1']	3	602	-1	[175 173 254]	5567	0.5567	0.997289156626506
MCM10	[1, 1, 1]	['E2F2', 'E2F3', 'E2F1']	3	602	-1	[175 173 254]	5567	0.5567	0.997289156626506
TP53BP2	[1, 1, 1]	['E2F1', 'E2F2', 'E2F3']	3	602	-1	[254 175 173]	5567	0.5567	0.997289156626506
PLK4	[1, 1, 1]	['E2F2', 'E2F1', 'E2F3']	3	602	-1	[175 254 173]	5567	0.5567	0.997289156626506
PLK3	[1, 1, 1]	['E2F1', 'E2F3', 'E2F2']	3	602	-1	[254 173 175]	5567	0.5567	0.997289156626506
PPP1R13B	[1, 1, 1]	['E2F1', 'E2F2', 'E2F3']	3	602	-1	[254 175 173]	5567	0.5567	0.997289156626506
TCF3	[1, 1, -1]	['MYB', 'CDKN1A', 'POU5F1']	3	603	-1	[258 287  58]	5590	0.559	0.997289156626506
CETP	[1, 1, 1]	['YY1', 'SREBF2', 'SREBF1']	3	605	+1	[ 62 272 271]	5641	0.5641	0.997289156626506
THBS1	[1, -1, -1, 1]	['E2F1', 'YY1', 'MYC', 'JUN']	4	835	-1	[254 259  62 260]	5675	0.5675	0.997289156626506
RUNX2	[1, -1, 1, 1, 1, 1, -1, 1, 1]	['IHH', 'CDKN1A', 'SP1', 'MMP13', 'SNAI2', 'TWIST1', 'AR', 'ELK1', 'VEGFA']	9	2017	-1	[ 94 240 147 486 268 187 102 217 276]	5737	0.5737	0.997289156626506
FOXP3	[-1, 1, -1]	['BRCA1', 'IL2RA', 'IL2']	3	609	-1	[345 189  75]	5748	0.5748	0.997289156626506
SMAD4	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]	['JUNB', 'FOXO1', 'FOXO3', 'MYC', 'JUN', 'NANOG', 'MEF2C', 'CDKN1A', 'SMAD7', 'IL10', 'SNAI1']	11	2503	+1	[212  13 194 245 170 421 217 207 311 269 244]	5759	0.5759	0.997289156626506
GATA2	[1, -1, 1, 1, -1, 1, 1, 1]	['WT1', 'SPI1', 'NOTCH1', 'RBPJ', 'PPARG', 'GATA1', 'AR', 'EDN1']	8	1783	-1	[326 277 275 281 228  27 168 201]	5763	0.5763	0.997289156626506
IHH	[1, 1, 1]	['CTNNB1', 'SMAD4', 'PTCH1']	3	610	-1	[300 304   6]	5783	0.5783	0.997289156626506
HMGA1	[1, -1, 1, 1]	['CDC25A', 'BRCA1', 'PTGS2', 'TWIST1']	4	840	-1	[198 185 268 189]	5784	0.5784	0.997289156626506
JUND	[1, 1, 1, 1, 1]	['MYC', 'PTGS2', 'CDKN2A', 'FOSL1', 'CCND1']	5	1073	+1	[260 319 205 107 182]	5822	0.5822	0.997289156626506
KLK2	[1, 1, 1]	['CTNNB1', 'KLK3', 'AR']	3	612	+1	[204 132 276]	5834	0.5834	0.997289156626506
RELA	[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]	['KLK3', 'SNAI1', 'PROX1', 'PTGS2', 'IL10', 'IRF4', 'IRF1', 'BCL2', 'AR', 'TWIST1', 'ABCB1', 'JUNB', 'PPARG', 'PPARD', 'GATA3', 'EGR1', 'NFKB1', 'PGR', 'SIRT1', 'CCND1', 'IL23A', 'IL12A', 'IL12B', 'VEGFA', 'YY1', 'EGFR', 'IL2', 'AKT1', 'EPAS1', 'TNF', 'TBP', 'MMP13']	32	7635	+1	"[269  28 319 311  32 301 155 236 180 212 131 261 425 182 350 164 231 402
  79  75 130   1 112 357 372 228 303 289 308 388 442 362]"	5869	0.5869	0.997289156626506
ZBTB17	[1, -1, 1, -1, -1]	['BCL2', 'CEBPD', 'CCND1', 'DDIT3', 'CDKN1A']	5	1076	+1	[155 182 169 283 287]	5874	0.5874	0.997289156626506
IRF4	[-1, 1, -1]	['BCL6', 'IL4', 'IRF3']	3	614	-1	[327 247  40]	5885	0.5885	0.997289156626506
VHL	[-1, 1, -1]	['VEGFA', 'AR', 'HIF1A']	3	614	+1	[276 102 236]	5885	0.5885	0.997289156626506
NR1D1	[-1, -1, 1, -1, -1]	['NPAS2', 'PPARGC1A', 'PPARG', 'ARNTL', 'CLOCK']	5	1080	+1	[201 191 290 202 196]	5956	0.5956	0.997289156626506
FAS	[-1, -1, 1]	['EGR1', 'YY1', 'ETS1']	3	617	-1	[359 196  62]	5963	0.5963	0.997289156626506
MAMLD1	[1, 1, 1]	['HEY1', 'HEY2', 'MYC']	3	619	-1	[186 189 244]	6014	0.6014	0.997289156626506
MAML3	[1, 1, 1]	['MYC', 'HEY2', 'HEY1']	3	619	-1	[244 189 186]	6014	0.6014	0.997289156626506
HOXA9	[1, -1, -1]	['MYCN', 'RELA', 'NFKB1']	3	621	+1	[126 252 243]	6067	0.6067	0.997289156626506
CTCF	[-1, -1, -1]	['TERT', 'BCL6', 'MYC']	3	621	-1	[114 247 260]	6067	0.6067	0.997289156626506
SMAD7	[-1, 1, 1, 1, 1, 1, 1, -1]	['CDKN1A', 'TGFB1', 'MYC', 'MET', 'SMAD4', 'SMAD3', 'SMAD2', 'CDK1']	8	1803	+1	[140 260 298 200 292 161 287 165]	6108	0.6108	0.997289156626506
MET	[1, -1, 1, 1, 1, 1]	['MITF', 'SMAD7', 'CTNNB1', 'SMAD4', 'SMAD2', 'SMAD3']	6	1326	+1	[172 204 200 161 292 297]	6109	0.6109	0.997289156626506
NCOA6	[1, 1, 1, 1, 1, 1]	['HSF1', 'ANKRD1', 'KLK3', 'PPARA', 'NPAS2', 'FOS']	6	1326	+1	[ 61 418 132 158 313 244]	6109	0.6109	0.997289156626506
JAK1	[1, 1, 1, 1]	['IRF4', 'CCND3', 'FOXO3', 'MYC']	4	855	+1	[ 32 369 194 260]	6111	0.6111	0.997289156626506
SMARCD3	[1, 1, 1]	['NPAS2', 'PPARA', 'ANKRD1']	3	623	-1	[191 346  86]	6112	0.6112	0.997289156626506
TBL1X	[1, 1, 1]	['ANKRD1', 'NPAS2', 'PPARA']	3	623	-1	[ 86 191 346]	6112	0.6112	0.997289156626506
TBL1XR1	[1, 1, 1]	['PPARA', 'NPAS2', 'ANKRD1']	3	623	-1	[346 191  86]	6112	0.6112	0.997289156626506
CHD9	[1, 1, 1]	['ANKRD1', 'PPARA', 'NPAS2']	3	623	-1	[ 86 346 191]	6112	0.6112	0.997289156626506
TGS1	[1, 1, 1]	['ANKRD1', 'PPARA', 'NPAS2']	3	623	-1	[ 86 346 191]	6112	0.6112	0.997289156626506
MAML1	[-1, 1, 1, 1, 1]	['HEY1', 'EGR1', 'MYC', 'HEY2', 'GATA3']	5	1088	+1	[196 260 315 131 186]	6134	0.6134	0.997289156626506
PLK1	[1, 1, 1, -1]	['E2F3', 'E2F2', 'E2F1', 'TP53']	4	857	-1	[173 175 254 255]	6166	0.6166	0.997289156626506
HIF1A	[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1]	['CTNNB1', 'AR', 'TWIST1', 'E2F3', 'ETS1', 'NPM1', 'VEGFA', 'EDN1', 'APEX1', 'NR4A1', 'CITED2', 'MET', 'ABCB1', 'CCND1', 'RORA', 'TERT']	16	3747	-1	[228 268 173 359 371 102  27 360 448 206 141 390 204 108 180 182]	6173	0.6173	0.997289156626506
DR1	[-1, 1, 1]	['TBP', 'NR1I2', 'PTGS2']	3	626	-1	[329 185 112]	6180	0.618	0.997289156626506
NFYA	[1, 1, 1]	['XBP1', 'SP3', 'DDIT3']	3	629	+1	[213 195 221]	6267	0.6267	0.997289156626506
JDP2	[-1, -1, -1]	['ATF3', 'JUN', 'DDIT3']	3	629	+1	[ 87 259 283]	6267	0.6267	0.997289156626506
ETS1	[1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1]	['CCND1', 'TFAP2A', 'EGR1', 'IL2RB', 'IL2', 'NKX3-1', 'MMP13', 'WT1', 'ERG', 'FLI1', 'MYB', 'TERT', 'PARP1', 'ABCB1']	14	3262	-1	[322 274 308 167  25 147 326 355 188 258 379 324  75 114]	6278	0.6278	0.997289156626506
RB1	[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]	['BRCA1', 'E2F1', 'E2F2', 'E2F3', 'TFDP1', 'VEGFA', 'MYC', 'MET', 'FOS', 'PCNA', 'RBL1', 'CDKN2A', 'CDKN1A']	13	3025	+1	[402 315 254 175 173   2 244 206 260  23 385 299 287]	6278	0.6278	0.997289156626506
BCL2	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	['GLI1', 'MYC', 'RELA', 'TCF7', 'LEF1', 'CEBPA', 'CTNNB1', 'NFKB1', 'MITF', 'STAT3']	10	2298	+1	[412 260 252  33 225 242 204 261 172 237]	6299	0.6299	0.997289156626506
CTNND2	[-1, 1, 1]	['HES1', 'CTNNB1', 'E2F1']	3	631	-1	[300 254  77]	6326	0.6326	0.997289156626506
MDM2	[-1, 1, -1]	['KLK3', 'TP53', 'E2F1']	3	631	-1	[249 132 250]	6326	0.6326	0.997289156626506
SERPINB5	[1, 1, 1, 1, 1]	['SMAD2', 'SMAD3', 'TP53', 'JUN', 'ETS1']	5	1098	+1	[161 292 255 245 145]	6341	0.6341	0.997289156626506
RUNX3	[-1, -1, 1, 1, 1, 1, 1, -1, -1]	['HES1', 'RUNX1', 'CDKN1A', 'ING4', 'ING1', 'TCF4', 'SPP1', 'CCND1', 'MYC']	9	2061	+1	[217 124 123 179 174 427 251 322 244]	6380	0.638	0.997289156626506
PDX1	[1, 1, 1]	['FOXA2', 'INS', 'SP1']	3	633	+1	[323  46 264]	6381	0.6381	0.997289156626506
SP1	[1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	['KLK3', 'TERT', 'E2F7', 'SOX9', 'DNMT1', 'ABCB1', 'FOXM1', 'CREM', 'CCND1', 'EGFR', 'NFKB1', 'E2F1', 'MTA1', 'AHR', 'F2', 'AR', 'EGR1', 'VEGFA', 'CEBPD', 'APEX1', 'MET', 'MYC', 'TNF', 'WT1', 'PGR', 'SP3', 'TGFB1', 'APC', 'SMAD7', 'YY1', 'SERPINB5', 'RARA', 'IL10', 'RELA', 'TIMP3', 'HMGA1', 'CDKN1A', 'CDKN2A', 'PTTG1', 'SREBF1', 'RORA', 'HDAC4']	42	10162	+1	"[132 114 153 304 180 241 122 182 261 250 156 423 276 196 402 335 298 260
   1 178 116 195 140 296 207  62 403 150 311 252 352 362 217 205 251 271
 363  72 457 425 195 396]"	6461	0.6461	0.997289156626506
NFKBIA	[-1, -1, -1, 1]	['RELA', 'NFKB1', 'CTNNB1', 'IL23A']	4	871	-1	[154 252 261 204]	6487	0.6487	0.997289156626506
NPAS2	[1, 1, 1, 1]	['PPARA', 'PER1', 'NR1D1', 'RORA']	4	871	+1	[158 327  23 363]	6487	0.6487	0.997289156626506
ARNTL	[1, 1, 1, 1]	['RORA', 'PPARA', 'PER1', 'NR1D1']	4	871	+1	[363 158 327  23]	6487	0.6487	0.997289156626506
HDAC9	[1, -1, -1, -1, -1, -1, -1, -1, 1]	['CDKN2A', 'TP53', 'NFKB1', 'MEF2A', 'ESR1', 'STAT6', 'CITED2', 'RELA', 'MMP13']	9	2069	-1	[299 147 255 261 360 199 240  56 252]	6503	0.6503	0.997289156626506
JAG1	[1, -1, 1]	['RELA', 'GLI2', 'REL']	3	639	-1	[252 337  50]	6535	0.6535	0.997289156626506
COL5A2	[-1, 1, 1]	['SMAD7', 'SMAD3', 'GLI2']	3	639	+1	[292  50 297]	6535	0.6535	0.997289156626506
TERT	[1, 1, -1, -1, -1, -1, -1, 1, -1]	['MYC', 'SP1', 'TP53', 'TP73', 'E2F1', 'E2F2', 'E2F3', 'CCND1', 'SMAD3']	9	2075	+1	[260 264 182 249 306 254 175 173 212]	6601	0.6601	0.997289156626506
KLF5	[1, 1, 1, 1]	['HIF1A', 'NOTCH1', 'CCND1', 'PPARG']	4	878	+1	[268 227 182 201]	6656	0.6656	0.997289156626506
HOXA10	[-1, -1, 1]	['SNAI1', 'MYCN', 'TP53']	3	644	-1	[249 269 126]	6691	0.6691	0.997289156626506
RXRB	[1, -1, 1]	['SREBF1', 'KLK3', 'TNF']	3	644	+1	[271   1 372]	6691	0.6691	0.997289156626506
RXRG	[1, -1, 1]	['SREBF1', 'KLK3', 'TNF']	3	644	+1	[271   1 372]	6691	0.6691	0.997289156626506
CREB1	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, -1]	['PTGS2', 'IL10', 'BCL2', 'JUN', 'MITF', 'CCND1', 'PPARGC1A', 'CEBPD', 'FOS', 'PER1', 'SNAI1', 'SNAI2']	12	2809	-1	[185 193 349 332 322 290 169 260 177 245 269  18]	6697	0.6697	0.997289156626506
CDC6	[1, 1, 1, 1, 1, 1, 1]	['CTNNB1', 'YY1', 'AR', 'E2F4', 'E2F3', 'E2F2', 'E2F1']	7	1598	+1	[204  62 276 146 331 329 250]	6712	0.6712	0.997289156626506
AHR	[1, 1, 1, 1]	['PCNA', 'SMAD3', 'SMAD4', 'SMAD2']	4	882	-1	[ 23 212 304 343]	6739	0.6739	0.997289156626506
NOTCH1	[1, 1, 1, 1, 1, 1, 1]	['CDKN1A', 'HEY2', 'HEY1', 'GATA3', 'CCND1', 'MYC', 'IL4']	7	1600	+1	[217 315 318 131 182 260 177]	6760	0.676	0.997289156626506
ELF3	[1, 1, 1]	['NFKB1', 'TIMP3', 'RELA']	3	647	-1	[243 152 252]	6788	0.6788	0.997289156626506
HELZ2	[1, 1, 1, 1]	['ANKRD1', 'PPARA', 'CEBPA', 'NPAS2']	4	885	-1	[ 86 346 262 191]	6827	0.6827	0.997289156626506
TWIST1	[1, -1, 1, 1, -1, -1, -1, -1, -1, 1, 1]	['YBX1', 'HES1', 'ATM', 'FOS', 'RBL2', 'RUNX2', 'ESR1', 'NF1', 'MYB', 'MAPK3', 'MAPK1']	11	2580	-1	[201 335 260 316 317  77 139 336 199 154 246]	6895	0.6895	0.997289156626506
HEYL	[-1, 1, 1]	['AR', 'HEY2', 'HEY1']	3	651	-1	[189 186 276]	6908	0.6908	0.997289156626506
CEBPE	[-1, -1, -1]	['MYC', 'SPI1', 'GATA1']	3	651	-1	[260 168 223]	6908	0.6908	0.997289156626506
SIRT1	[-1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1]	['MYC', 'HIF1A', 'PER1', 'NOTCH1', 'HSF1', 'CDKN1A', 'FOXO3', 'TP53', 'CCND1', 'ARNTL', 'ABCB1', 'CTNNB1', 'PPARG', 'E2F1', 'CLOCK', 'EZH2']	16	3803	-1	[236 177 443 202 324 196 260 227 217 194 255 182 204 201 250 235]	6910	0.691	0.997289156626506
ING4	[-1, -1, 1, -1, 1, -1]	['BCL2', 'SPP1', 'CDKN1A', 'CCND1', 'TP53', 'PTGS2']	6	1366	-1	[287 249 155 174 182 319]	6932	0.6932	0.997289156626506
SNAI2	[-1, 1, 1, 1]	['VDR', 'MITF', 'AR', 'POU5F1']	4	890	+1	[172 276  58 384]	6936	0.6936	0.997289156626506
CEBPB	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	['XBP1', 'PPARG', 'MYC', 'IL4', 'PRDM1', 'CDKN1A', 'IRF4', 'IRF9', 'ABCB1', 'PTGS2', 'KLF5']	11	2583	+1	[213 201 260 177  16 217  32 473 180 319 495]	6940	0.694	0.997289156626506
CYR61	[1, 1, 1]	['SMAD4', 'SMAD3', 'SMAD2']	3	653	+1	[200 292 161]	6972	0.6972	0.997289156626506
ALPI	[1, 1, 1]	['SMAD4', 'SMAD2', 'SMAD3']	3	653	+1	[200 161 292]	6972	0.6972	0.997289156626506
COL7A1	[1, 1, 1]	['SMAD3', 'SMAD4', 'SMAD2']	3	653	+1	[292 200 161]	6972	0.6972	0.997289156626506
ANKRD1	[1, 1, 1]	['SMAD4', 'SMAD3', 'SMAD2']	3	653	+1	[200 292 161]	6972	0.6972	0.997289156626506
CREBBP	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	['VEGFA', 'EDN1', 'IL2RA', 'HOXA9', 'GLI1', 'IL4', 'NR4A1', 'ANKRD1', 'NPAS2', 'CEBPA', 'PPARA', 'IRF9', 'IRF1', 'CREB1', 'HEY1', 'HEY2', 'CDKN1A', 'GATA1', 'BCL2', 'TERT', 'HOXA10', 'ASCL1']	22	5294	-1	"[102  27 345 462  92 327 360  86 191 262 346  31 203 328 186 189 287 281
 349 390 445   5]"	7046	0.7046	0.997289156626506
YY1	[-1, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]	['CREBBP', 'E2F1', 'CTCF', 'CDC6', 'TP53', 'TP73', 'APC', 'PPARGC1A', 'TFAP2A', 'EPAS1', 'EGFR', 'IL4', 'NF1', 'PCNA']	14	3326	+1	[ 44 346 255 198 214 230  79 177 154 481 312 254 208 374]	7095	0.7095	0.997289156626506
PAX5	[-1, 1, 1, -1, -1, 1, 1, -1, 1]	['CCND1', 'LEF1', 'TERT', 'XBP1', 'PRDM1', 'MYCN', 'MET', 'BCL2', 'CDKN1A']	9	2106	-1	[279 390 378 206 287 182 213  16 155]	7147	0.7147	0.997289156626506
CDKN2C	[1, 1, 1]	['E2F1', 'E2F4', 'SP1']	3	660	+1	[250 146 264]	7163	0.7163	0.997289156626506
GLI2	[1, 1, 1, 1, 1, 1, 1]	['BCL2', 'FOXA2', 'TCF7L2', 'GLI1', 'SMAD3', 'CTNNB1', 'PTCH1']	7	1622	-1	[349 181 482  92 212 300   6]	7172	0.7172	0.997289156626506
TFDP2	[1, 1, 1, -1, -1, 1, 1, 1, -1, 1]	['E2F2', 'SIRT1', 'EZH2', 'MYBL2', 'RBBP4', 'RB1', 'HIC1', 'CDKN1A', 'BRCA1', 'TP73']	10	2355	-1	[175  79 269 286 368 287 306 348  48 189]	7176	0.7176	0.997289156626506
CCNG2	[-1, 1, 1]	['GLI2', 'FOXO3', 'FOXO1']	3	661	+1	[194  13 454]	7194	0.7194	0.997289156626506
SALL4	[1, 1, 1]	['HOXA9', 'ZEB1', 'ABCA3']	3	661	-1	[462 171  28]	7194	0.7194	0.997289156626506
EHMT2	[1, -1, 1]	['KLK3', 'E2F1', 'RUNX3']	3	661	+1	[132 275 254]	7194	0.7194	0.997289156626506
JAK3	[1, 1, 1]	['IRF4', 'CCND3', 'MYC']	3	661	+1	[ 32 369 260]	7194	0.7194	0.997289156626506
PCSK6	[1, 1, 1, 1]	['CTNNB1', 'E2F3', 'E2F2', 'E2F1']	4	902	-1	[300 173 175 254]	7211	0.7211	0.997289156626506
HOXB7	[1, 1, 1]	['VEGFA', 'EGFR', 'CCND1']	3	663	+1	[402  79 182]	7266	0.7266	0.997289156626506
GLI3	[-1, -1, 1]	['GLI2', 'PTCH1', 'CTNNB1']	3	664	+1	[204 454   6]	7287	0.7287	0.997289156626506
PTCH1	[1, 1, 1]	['CTNNB1', 'GLI2', 'GLI1']	3	666	+1	[204  50 412]	7354	0.7354	0.997289156626506
UHRF1	[1, -1, -1]	['RB1', 'ABCB1', 'PPARG']	3	667	-1	[286 180 201]	7380	0.738	0.997289156626506
IRF1	[-1, 1, 1, -1, -1, 1, -1, -1, 1, -1, 1, 1]	['BCL2', 'IRF2', 'CIITA', 'CDK1', 'TERT', 'IL10', 'E2F1', 'MYB', 'NFKB1', 'CDKN1A', 'STAT1', 'STAT3']	12	2857	-1	[137 389 193 243 307 267 155 339 114 250 246 217]	7394	0.7394	0.997289156626506
RORA	[1, 1, 1, 1]	['SREBF1', 'ARNTL', 'NPAS2', 'NR1D1']	4	909	+1	[271 302 313  23]	7422	0.7422	0.997289156626506
SMAD3	[1, -1, -1, 1, -1, 1, 1, 1, -1, 1]	['JUNB', 'TGFB1', 'MYC', 'VDR', 'SMAD7', 'JUN', 'CDKN1A', 'IL10', 'TERT', 'SNAI1']	10	2371	-1	[292 384 259 287 193 235 140 260 207 114]	7425	0.7425	0.997289156626506
FOXO3	[1, 1, 1, 1, -1, 1, 1, 1]	['CITED2', 'CDKN1A', 'RBL2', 'KLF4', 'FOXM1', 'BCL6', 'AR', 'SIRT1']	8	1880	+1	[ 56 217 139 257 247 276 425 263]	7451	0.7451	0.997289156626506
FHL2	[1, 1, -1]	['KLK3', 'CDKN1A', 'CCND1']	3	671	+1	[132 217 322]	7483	0.7483	0.997289156626506
CEBPD	[1, 1, 1, 1]	['IL23A', 'POU5F1', 'PPARG', 'KLF5']	4	912	-1	[154 446 303   9]	7493	0.7493	0.997289156626506
MYCBP	[1, -1, 1]	['LEF1', 'MYC', 'CTNNB1']	3	673	+1	[225 204 244]	7535	0.7535	0.997289156626506
POLA1	[1, 1, 1]	['E2F1', 'SP1', 'GABPA']	3	673	-1	[254 240 179]	7535	0.7535	0.997289156626506
SNW1	[1, 1, 1, 1]	['SMAD7', 'MYC', 'HEY1', 'HEY2']	4	916	-1	[297 244 186 189]	7597	0.7597	0.997289156626506
CLOCK	[1, 1, 1, 1, -1]	['NR1D1', 'PPARA', 'PER1', 'RORA', 'NR3C1']	5	1155	+1	[ 23 158 327 363 284]	7609	0.7609	0.997289156626506
PAX8	[1, 1, -1]	['E2F1', 'WT1', 'TP53']	3	677	+1	[250 178 249]	7629	0.7629	0.997289156626506
SRF	[1, 1, -1]	['FOSL1', 'FOS', 'CREB1']	3	679	+1	[107 244 328]	7679	0.7679	0.997289156626506
CTSE	[1, 1, -1]	['GATA1', 'SPI1', 'YY1']	3	679	-1	[281 336  62]	7679	0.7679	0.997289156626506
MYD88	[1, 1, 1, 1]	['STAT1', 'STAT3', 'STAT5B', 'STAT5A']	4	921	+1	[197 237 239 248]	7714	0.7714	0.997289156626506
MUC1	[1, 1, 1, 1]	['STAT5B', 'STAT5A', 'STAT1', 'STAT3']	4	921	+1	[239 248 197 237]	7714	0.7714	0.997289156626506
LONP1	[1, 1, 1, 1]	['STAT5A', 'STAT5B', 'STAT3', 'STAT1']	4	921	+1	[248 239 237 197]	7714	0.7714	0.997289156626506
ITGB1	[1, 1, -1, -1]	['GLI2', 'SMAD3', 'LEF1', 'CTNNB1']	4	921	+1	[ 50 292 279 300]	7714	0.7714	0.997289156626506
PRF1	[1, 1, 1, 1]	['STAT3', 'STAT1', 'STAT5A', 'STAT5B']	4	921	+1	[237 197 248 239]	7714	0.7714	0.997289156626506
